"folioEntrada","cliente","vendedor","fecha","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"A004401","5075","8","20170710","P",2,0,420,231,28.35,217.35,55,2,2
"A004402","5333","4","20200405","P",1,0,350,175,26.25,201.25,50,1,1
"A004403","5640","8","20220609","P",1,0,600,312,43.2,331.2,52,1,1
"A004404","5034","8","20140930","P",1,0,700,385,47.25,362.25,55,1,1
"A004405","5031","8","20190619","P",5,0,2300,1265,155.25,1190.25,55,2,2
"A004406","5245","7","20170625","P",30,0,11440,6635.2,720.72,5525.52,58,9,10
"A004407","5013","7","20181103","P",13,0,8130,4065,609.75,4674.75,50,6,6
"A004408","5147","7","20150303","P",2,0,440,228.8,31.68,242.88,52,2,2
"A004409","5673","6","20190116","P",2,0,240,120,18,138,50,1,1
"A004410","5252","8","20210325","P",1,0,700,364,50.4,386.4,52,1,1
"A004411","5237","1","20160425","P",6,0,4420,2342.6,311.61,2389.01,53,5,5
"A004412","5262","1","20140629","P",5,0,2600,1378,183.31,1405.31,53,4,5
"A004413","5325","1","20201214","P",40,0,4400,2200,330,2530,50,1,1
"A004414","5452","6","20220712","P",1,0,1100,550,82.5,632.5,50,1,1
"A004415","5452","6","20180216","P",1,0,800,400,60,460,50,1,1
"A004416","0002","3","20190511","P",1,0,1200,612,0,588,51,1,1
"A004418","5230","8","20180926","P",2,0,240,132,16.2,124.2,55,2,2
"A004419","5039","7","20220811","P",1,0,800,384,62.4,478.4,48,1,1
"A004421","5026","2","20211020","P",2,0,2000,1000,150,1150,50,1,1
"A004422","5026","2","20190326","P",14,0,8800,4576,633.6,4857.6,52,4,4
"A004423","5026","2","20220629","P",2,0,240,132,16.2,124.2,55,2,2
"A004424","5307","4","20201013","P",9,0,3000,1650,202.5,1552.5,55,4,4
"A004425","5057","2","20160710","P",4,0,7600,4180,513,3933,55,3,3
"A004426","5057","2","20140515","P",5,0,1000,550,67.5,517.5,55,1,1
"A004427","5119","7","20210511","P",1,0,600,294,0,306,49,1,1
"A004428","5204","8","20190421","P",2,0,300,147,0,153,49,2,2
"A004432","5159","7","20160822","P",43,0,7750,3642.5,0,4107.5,47,5,5
"A004433","5161","7","20200122","P",6,0,3600,1764,0,1836,49,3,3
"A004434","5673","6","20180805","P",1,0,2300,1150,172.5,1322.5,50,1,1
"A004439","5735","7","20200626","P",1,0,1000,480,78,598,48,1,1
"A004440","5241","7","20210703","P",1,0,180,86.4,14.04,107.64,48,1,1
"A004441","5159","7","20190429","P",2,0,2740,1452.2,193.17,1480.97,53,2,2
"A004442","0032","4","20210217","P",4,0,900,405,74.26,569.26,45,4,4
"A004449","0007","3","20160915","P",1,0,180,90,13.5,103.5,50,1,1
"A004450","5081","2","20150429","P",12,0,8500,4845,548.25,4203.25,57,2,2
"A004451","5001","7","20201126","P",2,0,1000,510,0,490,51,2,2
"A004452","5818","1","20150322","P",1,0,800,400,60,460,50,1,1
"A004453","5396","4","20151210","P",2,0,1200,600,90,690,50,2,2
"A004454","5316","4","20160529","P",35,0,4550,2275,341.25,2616.25,50,2,2
"A004455","5062","7","20200416","P",2,0,1000,550,67.5,517.5,55,1,1
"A004456","5062","7","20190423","P",2,0,1000,550,67.5,517.5,55,1,1
"A004458","0007","3","20180806","P",9,0,2070,1138.5,139.73,1071.23,55,4,5
"A004459","0008","3","20171104","P",9,0,2070,1138.5,139.73,1071.23,55,5,5
"A004460","5852","6","20190102","P",38,0,6060,3030,454.5,3484.5,50,24,25
"A004461","5852","6","20220723","P",20,0,10600,5300,795,6095,50,10,10
"A004462","5852","6","20180322","P",29,0,12040,6020,903,6923,50,24,25
"A004463","5852","6","20210928","P",9,0,1390,695,104.25,799.25,50,9,9
"A004464","5852","6","20180308","P",60,0,6632,3316,497.44,3813.44,50,25,25
"A004465","5852","6","20220206","P",36,0,3875,1937.5,290.63,2228.13,50,15,15
"A004466","5852","6","20181115","P",25,0,5510,2755,413.25,3168.25,50,25,25
"A004467","5852","6","20150207","P",11,0,1240,620,93,713,50,9,9
"A004468","5852","6","20220323","P",36,0,5340,2670,400.5,3070.5,50,12,12
"A004469","5852","6","20160110","P",58,0,7160,3580,537,4117,50,22,22
"A004470","5852","6","20211215","P",50,0,6100,3050,457.5,3507.5,50,24,24
"A004471","5852","6","20200710","P",42,0,10680,5340,801,6141,50,14,14
"A004472","5852","6","20151111","P",57,0,10200,5100,765,5865,50,24,24
"A004473","5852","6","20220916","P",27,0,3660,1830,274.5,2104.5,50,9,9
"A004474","5852","6","20160715","P",48,0,27860,13930,2089.5,16019.5,50,24,24
"A004475","5852","6","20191227","P",18,0,5960,2980,447,3427,50,9,9
"A004476","5852","6","20160308","P",48,0,26600,13300,1995,15295,50,24,24
"A004477","5852","6","20220605","P",24,0,12600,6300,945,7245,50,12,12
"A004478","5852","6","20160911","P",48,0,50500,25250,3787.5,29037.5,50,24,24
"A004479","5852","6","20180401","P",26,0,18600,9300,1395,10695,50,13,13
"A004480","5852","6","20191111","P",48,0,2960,1480,222,1702,50,24,24
"A004481","5852","6","20180602","P",30,0,1690,845,126.75,971.75,50,15,15
"A004482","5852","6","20191205","P",48,0,4480,2240,336,2576,50,24,24
"A004483","5852","6","20160317","P",26,0,1990,995,149.25,1144.25,50,12,13
"A004484","5852","6","20191202","P",48,0,5840,2920,438,3358,50,23,24
"A004485","5852","6","20180811","P",22,0,2960,1480,222,1702,50,11,11
"A004486","5852","6","20210924","P",48,0,21720,10860,1629,12489,50,23,24
"A004487","5852","6","20140127","P",28,0,5640,2820,423,3243,50,14,14
"A004488","5852","6","20210808","P",59,0,3740,1870,280.5,2150.5,50,24,24
"A004489","5852","6","20221030","P",48,0,6360,3180,477,3657,50,15,16
"A004490","5852","6","20160616","P",73,0,5950,2975,446.25,3421.25,50,24,24
"A004491","5852","6","20140105","P",48,0,4440,2220,333,2553,50,11,12
"A004492","5852","6","20180912","P",48,0,9140,4570,685.5,5255.5,50,24,24
"A004493","5852","6","20141101","P",22,0,3100,1550,232.5,1782.5,50,11,11
"A004494","5852","6","20181218","P",32,0,17630,8815,1322.25,10137.25,50,24,24
"A004495","5852","6","20171225","P",12,0,5390,2695,404.25,3099.25,50,12,12
"A004496","5852","6","20150831","P",72,0,13530,6765,1014.78,7779.78,50,24,24
"A004497","5852","6","20180302","P",42,0,5460,2730,409.5,3139.5,50,14,14
"A004507","5453","1","20220825","P",1,0,1800,990,121.5,931.5,55,1,1
"A004508","5134","1","20160414","P",1,0,1400,728,100.8,772.8,52,1,1
"A004509","5130","1","20170501","P",9,0,8700,4785,587.25,4502.25,55,3,3
"A004510","5090","8","20150618","P",2,0,2200,1210,148.5,1138.5,55,1,1
"A004511","5223","1","20220920","P",9,0,10250,5637.5,691.88,5304.38,55,7,8
"A004512","5210","8","20150524","P",1,0,350,171.5,0,178.5,49,1,1
"A004513","5226","7","20210421","P",3,0,1300,572,0,728,44,2,2
"A004514","5223","1","20140415","P",7,0,9600,5280,648,4968,55,5,6
"A004515","5223","1","20140906","P",2,0,650,357.5,43.88,336.38,55,2,2
"A004516","5223","1","20210622","P",5,0,8450,4394,608.4,4664.4,52,5,5
"A004517","5223","1","20140712","P",2,0,1400,728,100.8,772.8,52,1,1
"A004518","5223","1","20170115","P",2,0,1200,624,86.4,662.4,52,2,2
"A004520","5093","7","20180302","P",4,0,4000,2200,270,2070,55,2,2
"A004521","5124","1","20160730","P",4,0,2800,1428,0,1372,51,2,2
"A004522","5081","2","20160207","P",10,0,2500,1425,161.25,1236.25,57,1,1
"A004523","5777","7","20221209","P",12,0,1560,748.8,121.68,932.88,48,2,2
"A004524","5001","7","20220325","P",3,0,1360,693.6,0,666.4,51,2,2
"A004525","5001","7","20220416","P",2,0,1000,510,0,490,51,2,2
"A004526","0007","3","20180909","P",1,0,1100,550,82.5,632.5,50,1,1
"A004527","0105","3","20200129","P",2,0,750,337.5,61.88,474.38,45,2,2
"A004528","0107","4","20220828","P",4,0,3600,1980,243,1863,55,1,1
"A004529","0107","4","20190128","P",30,0,9600,5472,619.2,4747.2,57,1,1
"A004530","9999","0","20190723","P",1,0,300,105,29.25,224.25,35,1,1
"A004531","5013","7","20141202","P",2,0,1600,800,120,920,50,2,2
"A004532","5819","5","20210322","P",1,0,2300,1196,165.6,1269.6,52,1,1
"A004533","5213","8","20140717","P",2,0,220,121,14.85,113.85,55,2,2
"A004534","5819","5","20220813","P",3,0,2250,1170,162,1242,52,1,1
"A004535","5096","7","20180908","P",2,0,1100,605,74.26,569.26,55,2,2
"A004536","5147","7","20220808","P",2,0,730,379.6,52.56,402.96,52,2,2
"A004537","5245","7","20160416","P",3,0,1130,655.4,71.19,545.79,58,3,3
"A004538","5841","7","20150101","P",25,0,10090,5549.5,681.09,5221.59,55,12,12
"A004539","5330","4","20200717","P",1,0,700,350,52.5,402.5,50,1,1
"A004540","5267","0","20190418","P",1,0,700,350,52.5,402.5,50,1,1
"A004541","5781","7","20140119","P",1,0,900,432,70.2,538.2,48,1,1
"A004542","5421","6","20180910","P",3,0,4600,2300,345,2645,50,2,2
"A004543","5183","2","20141027","P",15,0,23200,12760,1566,12006,55,9,9
"A004544","5001","7","20160720","P",2,0,500,255,0,245,51,1,1
"A004545","5302","4","20160605","P",5,0,3620,1810,271.5,2081.5,50,3,3
"A004546","5660","2","20220312","P",5,0,600,294,0,306,49,1,1
"A004552","5075","8","20140106","P",1,0,700,385,47.25,362.25,55,1,1
"A004553","5225","8","20141208","P",1,0,1400,770,94.5,724.5,55,1,1
"A004554","5134","1","20140902","P",4,0,5000,2600,360,2760,52,3,3
"A004555","5132","1","20170525","P",11,0,16600,9462,1070.7,8208.7,57,3,3
"A004556","5131","1","20190123","P",1,0,330,188.1,21.29,163.19,57,1,1
"A004557","5223","1","20200606","P",2,0,1600,912,103.2,791.2,57,2,2
"A004558","5074","8","20210615","P",1,0,2300,1127,0,1173,49,1,1
"A004559","5467","5","20170510","P",5,0,1290,567.6,0,722.4,44,3,3
"A004560","5225","8","20191023","P",1,0,180,99,12.15,93.15,55,1,1
"A004561","5214","4","20191009","P",1,0,450,220.5,0,229.5,49,1,1
"A004562","5272","8","20190915","P",1,0,100,46,0,54,46,1,1
"A004563","5063","8","20210303","P",6,0,3600,1656,0,1944,46,1,1
"A004564","0120","0","20160508","P",3,0,2600,780,273,2093,30,3,3
"A004565","5455","6","20200129","P",2,0,2000,1000,150,1150,50,2,2
"A004566","5291","4","20190602","P",1,0,180,102.6,11.61,89.01,57,1,1
"A004567","5650","2","20150418","P",1,0,1600,880,108,828,55,1,1
"A004568","0106","3","20160224","P",3,0,2050,922.5,169.13,1296.63,45,3,3
"A004570","5002","8","20151223","P",45,0,26000,11960,0,14040,46,38,38
"A004571","5002","8","20180701","P",10,0,7510,3454.6,0,4055.4,46,10,10
"A004572","5002","8","20200407","P",9,0,5710,2626.6,0,3083.4,46,8,9
"A004573","5029","7","20200324","P",4,0,2550,1402.5,172.13,1319.63,55,4,4
"A004574","5002","8","20160130","P",58,0,17370,7990.2,0,9379.8,46,38,38
"A004575","5002","8","20150305","P",11,0,3070,1412.2,0,1657.8,46,8,8
"A004576","0002","3","20161010","P",1,0,2600,1326,0,1274,51,1,1
"A004578","5036","2","20150523","P",2,0,1350,742.5,91.13,698.63,55,2,2
"A004579","5509","1","20151016","P",5,0,5400,2970,364.51,2794.51,55,3,3
"A004580","5509","1","20220426","P",2,0,1000,550,67.5,517.5,55,1,1
"A004582","5057","2","20171020","P",5,0,1000,550,67.5,517.5,55,1,1
"A004583","5128","2","20160502","P",4,0,2600,1482,167.7,1285.7,57,1,1
"A004584","0007","3","20170606","P",1,0,500,250,37.5,287.5,50,1,1
"A004586","5603","4","20170720","P",4,0,2600,1430,175.5,1345.5,55,2,2
"A004587","5053","2","20200810","P",9,0,6000,3300,405,3105,55,2,3
"A004588","5253","1","20141023","P",13,0,7650,3825,573.75,4398.75,50,10,10
"A004590","5230","8","20180727","P",1,0,1400,770,94.5,724.5,55,1,1
"A004591","5793","9","20190928","P",2,0,4600,2530,310.5,2380.5,55,1,1
"A004592","5669","6","20170809","P",1,0,520,249.6,40.56,310.96,48,1,1
"A004593","5689","4","20221207","P",8,0,960,480,72,552,50,2,2
"A004594","5155","1","20220124","P",2,0,2100,924,0,1176,44,2,2
"A004595","5193","2","20210209","P",4,0,8700,4263,0,4437,49,2,2
"A004596","5088","4","20180618","P",2,0,1200,552,0,648,46,2,2
"A004597","5790","9","20150623","P",2,0,4600,2208,358.8,2750.8,48,1,1
"A004598","5851","5","20140131","P",1,0,1400,700,105,805,50,1,1
"A004599","5074","8","20210727","P",1,0,180,88.2,0,91.8,49,1,1
"A004600","5064","8","20190304","P",1,0,200,98,0,102,49,1,1
"A004601","5308","4","20190727","P",2,0,2700,1350,202.5,1552.5,50,2,2
"A004602","5210","8","20161230","P",3,0,660,363,44.56,341.56,55,3,3
"A004603","5509","1","20180111","P",2,0,1600,880,108,828,55,1,1
"A004604","5509","1","20190419","P",5,0,1250,687.5,84.38,646.88,55,1,1
"A004605","5509","1","20201208","P",5,0,4000,2200,270,2070,55,1,1
"A004606","5509","1","20181206","P",3,0,840,462,56.71,434.71,55,3,3
"A004607","5018","7","20160422","P",1,0,1200,660,81,621,55,1,1
"A004608","5509","1","20140508","P",8,0,2800,1540,189,1449,55,2,2
"A004611","0002","3","20160705","P",5,0,3200,1632,0,1568,51,3,3
"A004612","5017","9","20171204","P",2,0,450,202.5,37.13,284.63,45,2,2
"A004613","5186","7","20140113","P",1,0,1400,672,109.2,837.2,48,1,1
"A004614","0007","3","20210217","P",2,0,500,250,37.5,287.5,50,2,2
"A004615","0105","3","20170330","P",2,0,200,90,16.5,126.5,45,2,2
"A004617","0105","3","20151012","P",1,0,250,112.5,20.63,158.13,45,1,1
"A004618","5020","8","20150519","P",1,0,1400,770,94.5,724.5,55,1,1
"A004619","5272","8","20150512","P",1,0,350,182,25.2,193.2,52,1,1
"A004620","5234","1","20160729","P",3,0,2600,1482,167.7,1285.7,57,2,2
"A004622","5018","7","20220731","P",2,0,950,465.5,0,484.5,49,2,2
"A004625","5328","6","20160701","P",3,0,1550,775,116.25,891.25,50,3,3
"A004626","5469","5","20210427","P",1,0,800,368,64.8,496.8,46,1,1
"A004629","5663","8","20141209","P",1,0,2400,1248,172.8,1324.8,52,1,1
"A004630","5653","8","20210615","P",1,0,2400,1248,172.8,1324.8,52,1,1
"A004631","5237","1","20150208","P",10,0,1200,636,84.6,648.6,53,1,1
"A004634","5031","8","20140510","P",5,0,4840,2662,326.7,2504.7,55,4,4
"A004635","5054","2","20210621","P",1,0,4500,2475,303.75,2328.75,55,1,1
"A004636","5053","2","20211210","P",5,0,2300,1265,155.25,1190.25,55,3,3
"A004637","5036","2","20171130","P",1,0,600,330,40.5,310.5,55,1,1
"A004638","5537","6","20211027","P",1,0,600,300,45,345,50,1,1
"A004639","5876","5","20171114","P",10,0,150,72,11.7,89.7,48,1,1
"A004640","5673","6","20160919","P",1,0,2300,1150,172.5,1322.5,50,1,1
"A004641","5723","9","20220525","P",7,0,6700,3015,552.76,4237.76,45,3,3
"A004642","5302","4","20160608","P",1,0,2300,1150,172.5,1322.5,50,1,1
"A004643","0114","3","20180502","P",1,0,1800,1026,116.1,890.1,57,1,1
"A004644","5034","8","20180428","P",2,0,800,440,54,414,55,1,1
"A004645","0011","3","20220615","P",6,0,2780,1529,187.66,1438.66,55,5,5
"A004646","5479","6","20190919","P",2,0,1200,660,81,621,55,1,1
"A004647","5509","1","20220804","P",5,0,3000,1650,202.5,1552.5,55,1,1
"A004648","5132","1","20140327","P",1,0,1600,912,103.2,791.2,57,1,1
"A004649","5223","1","20151228","P",3,0,4800,2736,309.6,2373.6,57,3,3
"A004650","5223","1","20220928","P",2,0,2110,1202.7,136.1,1043.4,57,2,2
"A004651","5130","1","20191224","P",9,0,11900,6545,803.25,6158.25,55,6,6
"A004652","5190","6","20140904","P",48,0,26260,13130,1969.5,15099.5,50,24,24
"A004653","5190","6","20200505","P",29,0,12810,6405,960.75,7365.75,50,14,14
"A004654","5214","4","20201103","P",1,0,240,117.6,0,122.4,49,1,1
"A004655","5099","7","20170925","P",25,0,7050,3525,528.75,4053.75,50,6,6
"A004656","5099","7","20200809","P",6,0,2800,1400,210,1610,50,2,2
"A004657","5099","7","20190928","P",1,0,1500,750,112.5,862.5,50,1,1
"A004658","5034","8","20170704","P",1,0,1200,660,81,621,55,1,1
"A004659","5858","5","20190915","P",7,0,2280,1140,171,1311,50,2,2
"A004660","5062","7","20190718","P",3,0,1650,907.5,111.38,853.88,55,3,3
"A004661","5754","7","20170522","P",1,0,560,308,37.8,289.8,55,1,1
"A004662","5245","7","20210803","P",1,0,600,342,38.7,296.7,57,1,1
"A004663","5044","2","20210226","P",1,0,1100,605,74.25,569.25,55,1,1
"A004664","5410","6","20150327","P",1,0,2300,1150,172.5,1322.5,50,1,1
"A004665","5872","6","20210313","P",1,0,600,288,46.8,358.8,48,1,1
"A004666","5720","6","20150805","P",13,0,1820,946.4,131.04,1004.64,52,3,3
"A004667","5143","1","20140523","P",7,0,2600,1300,195,1495,50,2,2
"A004668","5621","1","20151103","P",25,0,12500,7250,787.5,6037.5,58,1,1
"A004669","5870","6","20220213","P",4,0,940,470,70.5,540.5,50,3,3
"A004670","5070","1","20220413","P",4,0,2800,1540,189,1449,55,1,1
"A004671","5061","8","20171118","P",3,0,4150,2033.5,0,2116.5,49,3,3
"A004672","5183","2","20140225","P",3,0,3250,1787.5,219.38,1681.88,55,3,3
"A004673","0114","3","20141113","P",2,0,1900,1083,122.55,939.55,57,2,2
"A004674","0095","3","20170831","P",1,0,2300,1035,189.75,1454.75,45,1,1
"A004675","5221","7","20220909","P",1,0,230,96.6,0,133.4,42,1,1
"A004677","0093","3","20140605","P",13,0,7400,3256,0,4144,44,2,2
"A004678","5226","7","20161117","P",5,0,4850,2134,0,2716,44,5,5
"A004679","5119","7","20220620","P",1,0,900,441,0,459,49,1,1
"A004680","5001","7","20221213","P",11,0,9480,4834.8,0,4645.2,51,6,6
"A004683","5122","8","20190201","P",39,0,10550,5169.5,0,5380.5,49,31,31
"A004684","0053","0","20190716","P",10,0,7000,3990,451.5,3461.5,57,1,1
"A004685","5481","8","20210112","P",3,0,1050,546,75.6,579.6,52,1,1
"A004686","5777","7","20220601","P",6,0,780,374.4,60.84,466.44,48,1,1
"A004687","5735","7","20180508","P",1,0,2000,960,156,1196,48,1,1
"A004688","5159","7","20150508","P",6,0,2250,1237.5,151.88,1164.38,55,6,6
"A004689","5092","7","20210515","P",10,0,1800,990,121.5,931.5,55,2,2
"A004690","5226","7","20211122","P",4,0,4000,2200,270,2070,55,1,1
"A004691","5187","7","20150513","P",32,0,4680,2340,351,2691,50,17,17
"A004692","5013","7","20140906","P",8,0,8000,4000,600,4600,50,2,2
"A004693","5147","7","20180430","P",2,0,2000,1040,144,1104,52,2,2
"A004694","5237","1","20220324","P",16,0,7050,3736.5,497.04,3810.54,53,12,12
"A004695","5262","1","20200806","P",1,0,1100,583,77.55,594.55,53,1,1
"A004696","5741","1","20220304","P",2,0,1700,816,132.6,1016.6,48,2,2
"A004697","5421","4","20151026","P",2,0,1900,950,142.5,1092.5,50,2,2
"A004698","5760","8","20141209","P",1,0,900,477,63.45,486.45,53,1,1
"A004699","5760","8","20220811","P",1,0,2200,1144,158.4,1214.4,52,1,1
"A004700","5186","7","20220822","P",1,0,450,216,35.1,269.1,48,1,1
"A004701","5074","8","20160426","P",1,0,300,147,0,153,49,1,1
"A004702","5074","8","20141210","P",2,0,1550,713,0,837,46,2,2
"A004703","5431","6","20161216","P",3,0,1350,594,0,756,44,1,1
"A004704","0106","3","20221111","P",2,0,750,337.5,61.88,474.38,45,2,2
"A004705","0016","3","20220117","P",14,0,4200,1680,378,2898,40,2,2
"A004706","0114","3","20170717","P",2,0,5000,2850,322.5,2472.5,57,2,2
"A004707","5050","7","20140910","P",10,0,1960,1019.2,141.12,1081.92,52,5,5
"A004708","5669","6","20180316","P",1,0,200,96,15.6,119.6,48,1,1
"A004709","5204","8","20161128","P",2,0,400,196,0,204,49,1,1
"A004710","5180","8","20150726","P",1,0,450,207,0,243,46,1,1
"A004711","5122","8","20140808","P",61,0,10060,4929.4,0,5130.6,49,36,36
"A004712","0119","9","20190625","P",10,0,23000,11040,0,11960,48,1,1
"A004713","5285","4","20180514","P",1,0,800,440,54,414,55,1,1
"A004714","5285","4","20220515","P",1,0,160,88,10.8,82.8,55,1,1
"A004715","5285","4","20221011","P",1,0,140,77,9.45,72.45,55,1,1
"A004716","5285","4","20180731","P",3,0,3500,1925,236.25,1811.25,55,3,3
"A004718","5056","8","20190621","P",14,0,5520,3036,372.6,2856.6,55,8,8
"A004719","5210","8","20170325","P",1,0,500,245,0,255,49,1,1
"A004720","5607","6","20150508","P",1,0,3400,1496,0,1904,44,1,1
"A004721","5641","1","20190809","P",1,0,500,260,36,276,52,1,1
"A004722","5519","6","20221206","P",2,0,1800,900,135,1035,50,1,1
"A004723","5293","8","20220118","P",2,0,500,250,37.5,287.5,50,1,1
"A004724","5103","8","20210904","P",7,0,3250,1787.5,219.38,1681.88,55,3,3
"A004725","5709","7","20140819","P",2,0,1000,550,67.5,517.5,55,1,1
"A004726","5113","8","20221213","P",20,0,5000,2750,337.5,2587.5,55,2,2
"A004728","5285","4","20170510","P",3,0,990,544.5,66.83,512.33,55,1,1
"A004729","5285","4","20161216","P",3,0,990,544.5,66.83,512.33,55,1,1
"A004730","5285","4","20140130","P",3,0,990,544.5,66.83,512.33,55,1,1
"A004731","5001","7","20221023","P",2,0,700,357,0,343,51,2,2
"A004732","0068","3","20181025","P",5,0,4000,1960,0,2040,49,1,1
"A004735","5011","7","20140217","P",1,0,800,400,60,460,50,1,1
"A004736","5199","9","20200320","P",1,0,3400,1700,255,1955,50,1,1
"A004737","5246","7","20210712","P",5,0,660,382.8,41.58,318.78,58,2,2
"A004738","5245","7","20200113","P",6,0,4810,2789.8,303.03,2323.23,58,4,4
"A004739","5001","7","20170209","P",1,0,1700,867,0,833,51,1,1
"A004740","5187","7","20201103","P",2,0,1100,484,0,616,44,2,2
"A004741","0090","3","20170524","P",1,0,1100,550,82.5,632.5,50,1,1
"A004742","5153","7","20190519","P",46,0,20830,6873.9,2093.42,16049.52,33,24,24
"A004743","5153","7","20150815","P",7,0,1590,524.7,159.8,1225.1,33,4,4
"A004744","5076","2","20170214","P",25,0,4940,2223,407.57,3124.57,45,24,24
"A004745","5076","2","20221106","P",9,0,439,197.55,36.22,277.67,45,6,6
"A004746","5076","2","20221030","P",26,0,5430,2443.5,447.98,3434.48,45,24,24
"A004747","5076","2","20210116","P",6,0,756,340.2,62.38,478.18,45,6,6
"A004748","5076","2","20170819","P",62,0,7270,3271.5,599.78,4598.28,45,24,24
"A004749","5076","2","20190520","P",22,0,2700,1215,222.75,1707.75,45,7,7
"A004756","5214","4","20210206","P",2,0,1600,784,0,816,49,2,2
"A004758","5333","4","20201230","P",2,0,240,120,18,138,50,2,2
"A004759","0096","3","20190430","P",1,0,750,337.5,61.88,474.38,45,1,1
"A004764","5050","7","20210710","P",2,0,740,384.8,53.28,408.48,52,2,2
"A004765","5734","5","20220304","P",1,0,1400,672,109.2,837.2,48,1,1
